director_name,actor_1_name,actor_2_name,actor_3_name,movie_title,genres
Stanley Donen,Rita Moreno,Debbie Reynolds,Cyd Charisse,singin' in the rain,Comedy|Musical|Romance
Joe Cross,Joe Cross,Joel Fuhrman,Amy Badberg,"fat, sick & nearly dead",Documentary
Michael Tiddes,Essence Atkins,Alanna Ubach,J.B. Smoove,a haunted house,Comedy|Fantasy
Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,2016: obama's america,Documentary
Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder,halloween ii,Horror
Tom Hanks,Tom Hanks,Charlize Theron,Ethan Embry,that thing you do!,Comedy|Drama|Music
Tommy Lee Wallace,Tom Atkins,Dan O'Herlihy,Nancy Kyes,halloween iii: season of the witch,Horror|Mystery|Sci-Fi
Don Taylor,Roddy McDowall,M. Emmet Walsh,Sal Mineo,escape from the planet of the apes,Action|Sci-Fi
Martin Ritt,Patricia Neal,Melvyn Douglas,Whit Bissell,hud,Drama
Leslie Small,David Jason Perez,La'Princess Jackson,Dana Hanna,kevin hart: let me explain,Comedy|Documentary
Gus Van Sant,Keanu Reeves,Udo Kier,Flea,my own private idaho,Drama
Zach Braff,Armando Riesco,Michael Weston,Jill Flint,garden state,Comedy|Drama|Romance
Richard Linklater,Hanno Pöschl,Hans Weingartner,Dominik Castell,before sunrise,Drama|Romance
Éric Tessier,Patrick Huard,Michel Côté,Jean Pierre Bergeron,sur le seuil,Action|Drama|Horror|Thriller
Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber,jesus' son,Drama
Alice Wu,Joan Chen,Ato Essandoh,Jessica Hecht,saving face,Comedy|Drama|Romance
Sarah Gavron,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,brick lane,Drama
Jake Schreier,Frank Langella,Joshua Ormond,Ana Gasteyer,robot & frank,Comedy|Crime|Drama|Sci-Fi
Isabel Coixet,Sarah Polley,Julian Richings,Amanda Plummer,my life without me,Drama|Romance
James Ponsoldt,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,the spectacular now,Comedy|Drama|Romance
Randall Miller,William Hurt,Elden Henson,Michael Bower,marilyn hotchkiss' ballroom dancing and charm school,Comedy|Family|Musical|Romance|Short
Larry Charles,Bill Maher,Tal Bachman,Steve Burg,religulous,Comedy|Documentary|War
Joshua Tickell,Larry David,Sheryl Crow,George W. Bush,fuel,Documentary
Tim Boxell,Bruce McGill,Diana Scarwid,Tom Bower,valley of the heart's delight,Drama
Rawson Marshall Thurber,Gary Cole,Stephen Root,Joel David Moore,dodgeball: a true underdog story,Comedy|Sport
Michael D. Sellers,Katharine Ross,Carly Schroeder,George Harris,eye of the dolphin,Comedy|Drama|Family
Reed Cowan,Dustin Lance Black,Emily Pearson,Gavin Newsom,8: the mormon proposition,Documentary
James Dodson,Larry Miller,Anupam Kher,Shriya Saran,the other end of the line,Comedy|Drama|Romance
Stefan Ruzowitzky,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg,anatomy,Horror|Thriller
Alex Rivera,Leonor Varela,Jacob Vargas,Tenoch Huerta,sleep dealer,Drama|Romance|Sci-Fi|Thriller
James Gunn,Linda Cardellini,Rainn Wilson,Paul T. Taylor,super,Comedy|Crime|Drama
John Murlowski,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro,christmas mail,Comedy|Drama|Family|Romance
Benni Diez,Clifton Collins Jr.,Cecilia Pillado,David Masterson,stung,Comedy|Horror
Danny Perez,Natasha Lyonne,Emmanuel Kabongo,Mark Webber,antibirth,Horror
Spike Lee,Bernie Mac,Harry Lennix,Andre Braugher,get on the bus,Drama|History
Robby Henson,Marc Blucas,Max Ryan,Justine Waddell,thr3e,Drama|Horror|Mystery|Thriller
Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,David Herman,idiocracy,Adventure|Comedy|Sci-Fi
Zackary Adler,Simon Merrells,Kevin Leslie,Kris Sommerville,the rise of the krays,Crime|Drama
Shane Meadows,Stephen Graham,Joseph Gilgun,Jack O'Connell,this is england,Crime|Drama
Dominic Burns,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,alien uprising,Comedy|Sci-Fi
George Sidney,Esther Williams,Basil Rathbone,Red Skelton,bathing beauty,Comedy|Musical
Carmen Marron,Jossara Jinaro,Aimee Garcia,Rene Rosado,go for it!,Drama|Musical
Tim McCanlies,Ethan Embry,Michael O'Neill,Alexandra Holden,"dancer, texas pop. 81",Comedy|Drama|Family
George Sidney,Agnes Moorehead,Ava Gardner,Howard Keel,show boat,Drama|Family|Musical|Romance
Mario Van Peebles,Tom Skerritt,Cinda McCain,Luke Perry,redemption road,Drama
Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,the calling,Thriller
Jerry Rees,Jon Lovitz,Phil Hartman,Mindy Sterling,the brave little toaster,Adventure|Animation|Comedy|Family|Fantasy|Musical
James Algar,Leopold Stokowski,Deems Taylor,unknown,fantasia,Animation|Family|Fantasy|Music
William Friedkin,Roy Scheider,Fernando Rey,Tony Lo Bianco,the french connection,Action|Crime|Drama|Thriller
Jaco Booyens,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez,8 days,Drama|Thriller
Steve Miner,Richard Brooker,Dana Kimmell,Catherine Parks,friday the 13th part iii,Horror|Thriller
Danny Steinmann,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,friday the 13th: a new beginning,Horror|Mystery|Thriller
Michael Landon Jr.,Henry Thomas,Louise Fletcher,A.J. Buckley,the last sin eater,Drama
Jon Gunn,Alexa PenaVega,Delroy Lindo,Madison Pettis,do you believe?,Drama
Hayley Cloake,Brian Austin Green,Kayla Ewell,Linden Ashby,impact point,Thriller
Tay Garnett,Jessica Tandy,Greer Garson,Lionel Barrymore,the valley of decision,Drama
Shyam Madiraju,Jessica Lowndes,Ethan Peck,Brad Schmidt,eden,Drama|Thriller
Harmage Singh Kalirai,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,chicken tikka masala,Comedy|Drama|Romance
Rita Merson,Ryan Guzman,James Wolk,Jason Ritter,always woodstock,Comedy|Music|Romance
Jon Knautz,Rachel Skarsten,Daniel Kash,Stefanie Drummond,jack brooks: monster slayer,Action|Comedy|Horror
William Wyler,Myrna Loy,Teresa Wright,Dana Andrews,the best years of our lives,Drama|Romance|War
Larry Clark,Kelli Garner,Nick Stahl,Brad Renfro,bully,Biography|Crime|Drama
Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,elling,Comedy|Drama
Robert Fontaine,Michael Derek,Arturo Castro,Brad Lee Wind,mi america,Crime|Drama
Jaume Balagueró,Manuela Velasco,Pablo Rosso,Carlos Lasarte,[rec],Horror
Patricia Cardoso,Rosie Perez,Martha Higareda,Cheyenne Haynes,lies in plain sight,Drama
Dan Perri,Travis Myers,David Proval,Carmen Argenziano,sharkskin,Comedy|Drama|Mystery|Romance|Thriller
Neil Mcenery-West,Walter Hendrix III,Michael Chapman,Louise Brealey,containment,Horror|Sci-Fi|Thriller
Anthony O'Brien,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,the timber,Adventure|Drama|Western
Terence Young,Robert Shaw,Daniela Bianchi,Lois Maxwell,from russia with love,Action|Adventure|Thriller
Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye,the toxic avenger part ii,Action|Comedy|Horror|Sci-Fi
unknown,Carroll O'Connor,Alan Autry,Crystal R. Fox,in the heat of the night            ,Crime|Drama|Mystery
Woody Allen,Woody Allen,John Beck,Mews Small,sleeper,Comedy|Sci-Fi
David Robert Mitchell,Maika Monroe,Ruby Harris,Jake Weary,it follows,Horror|Mystery
Woody Allen,Woody Allen,John Carradine,Lynn Redgrave,everything you always wanted to know about sex * but were afraid to ask,Comedy
Robert Mulligan,Robert Duvall,Brock Peters,William Windom,to kill a mockingbird,Crime|Drama
George Miller,Vernon Wells,Bruce Spence,Kjell Nilsson,mad max 2: the road warrior,Action|Adventure|Sci-Fi|Thriller
Chia-Liang Liu,Andy Lau,Anita Mui,Ho-Sung Pak,the legend of drunken master,Action|Comedy
Stanley Kubrick,James Mason,Shelley Winters,Lois Maxwell,lolita,Crime|Drama|Romance
Kimberly Peirce,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,boys don't cry,Biography|Crime|Drama|Romance
Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,silent house,Drama|Horror|Mystery|Thriller
Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Mühe,Martina Gedeck,the lives of others,Drama|Thriller
Alex Kendrick,Ben Davies,Alex Kendrick,T.C. Stallings,courageous,Drama
Robert Rossen,George C. Scott,Jackie Gleason,Murray Hamilton,the hustler,Drama|Sport
Jack Conway,Hedy Lamarr,Spencer Tracy,Claudette Colbert,boom town,Adventure|Drama|Romance|Western
Sylvain Chomet,Michel Robin,Charles Linton,Béatrice Bonifassi,the triplets of belleville,Animation|Comedy|Drama
Chris Eyre,Michael Greyeyes,Irene Bedard,Gary Farmer,smoke signals,Comedy|Drama
Shari Springer Berman,Josh Hutcherson,James Urbaniak,Daniel Tay,american splendor,Biography|Comedy|Drama
Richard Linklater,Vernon Dobtcheff,Albert Delpy,Marie Pillet,before sunset,Drama|Romance
Alejandro G. Iñárritu,Adriana Barraza,Jorge Salinas,Goya Toledo,amores perros,Drama|Thriller
Catherine Hardwicke,Holly Hunter,Sarah Clarke,Kip Pardue,thirteen,Drama
Elia Kazan,Dean Stockwell,Celeste Holm,John Garfield,gentleman's agreement,Drama|Romance
Debra Granik,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,winter's bone,Drama
Kevin Macdonald,Nicholas Aaron,Brendan Mackey,Joe Simpson,touching the void,Adventure|Documentary|Drama|Sport
Henry King,Tyrone Power,Don Ameche,John Carradine,alexander's ragtime band,Drama|Musical|Romance
Miranda July,Najarra Townsend,Brad William Henke,Miranda July,me and you and everyone we know,Comedy|Drama
Charles Ferguson,Matt Damon,George W. Bush,Barney Frank,inside job,Crime|Documentary
Max Joseph,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,we are your friends,Drama|Music|Romance
Jim Jarmusch,Henry Silva,Gano Grills,Richard Portnow,ghost dog: the way of the samurai,Action|Crime|Drama|Thriller
David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi,harsh times,Action|Crime|Drama|Thriller
Jerry Jameson,David Oyelowo,Leonor Varela,Sydelle Noel,captive,Crime|Drama|Thriller
Steven Soderbergh,Julia Roberts,Enrico Colantoni,Blair Underwood,full frontal,Comedy|Romance
Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,witchboard,Horror|Mystery|Thriller
unknown,Stephen Colbert,Amy Sedaris,Maria Thayer,strangers with candy            ,Comedy
Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,hamlet,Drama
John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker,shortbus,Comedy|Drama|Romance
Ari Folman,Ari Folman,Ronny Dayag,Zahava Solomon,waltz with bashir,Animation|Biography|Documentary|Drama|History|War
Gary Rogers,Noah Danby,Kirby Heyborne,Bruce Newbold,"the book of mormon movie, volume 1: the journey",Adventure
Charles Ferguson,Campbell Scott,Dick Cheney,Donald Rumsfeld,no end in sight,Documentary|War
Marielle Heller,Alexander Skarsgård,David Fine,Austin Lyon,the diary of a teenage girl,Drama|Romance
unknown,Anne Hathaway,Jon Tenney,Debrah Farentino,get real            ,Comedy|Drama|Romance
David Sington,John F. Kennedy,Buzz Aldrin,Neil Armstrong,in the shadow of the moon,Documentary|History
Kelly Reichardt,Bruce Greenwood,Zoe Kazan,Shirley Henderson,meek's cutoff,Drama|Western
Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace,inside deep throat,Biography|Documentary|History
Bob Giraldi,Danny Aiello,Manny Perez,Ajay Naidu,dinner rush,Crime|Drama|Romance
Jill Sprecher,Alanna Ubach,Bob Balaban,Jamie Kennedy,clockwatchers,Comedy|Drama
Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman,the virginity hit,Comedy
Luc Besson,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade,subway,Comedy|Drama|Thriller
David Duchovny,Robin Williams,Mark Margolis,Frank Langella,house of d,Comedy|Drama
Mitchell Lichtenstein,Jess Weixler,Nathan Parsons,John Hensley,teeth,Comedy|Fantasy|Horror|Thriller
Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,six-string samurai,Action|Adventure|Comedy|Drama|Music|Sci-Fi
Kundan Shah,Karisma Kapoor,Bobby Deol,Shakti Kapoor,hum to mohabbat karega,Action|Comedy|Romance|Thriller
Michael Dowse,Paul Kaye,Neil Maskell,Kate Magowan,it's all gone pete tong,Biography|Comedy|Drama|Music
Hue Rhodes,Peter Dinklage,Steve Buscemi,Romany Malco,saint john of las vegas,Comedy|Drama
Shane Meadows,Bob Hoskins,Annette Badland,Karl Collins,24 7: twenty four seven,Comedy|Drama|Romance|Sport
Roland Emmerich,Jeremy Irvine,Caleb Landry Jones,Matt Craven,stonewall,Drama
unknown,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield,eureka            ,Comedy|Drama|Sci-Fi
Jugal Hansraj,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,roadside romeo,Animation|Comedy|Family|Romance
Danny Provenzano,Vincent Pastore,Frank Vincent,Chuck Zito,this thing of ours,Crime|Drama
Bill Muir,Alex Kendrick,Jansen Panettiere,Tiya Sircar,the lost medallion: the adventures of billy stone,Adventure|Family|Fantasy
Richard LaGravenese,Anna Kendrick,Jeremy Jordan,Charly Bivona,the last five years,Comedy|Drama|Musical|Romance
Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein,the missing person,Drama
Brian Yuzna,Melinda Clarke,Kent McCord,Sarah Douglas,return of the living dead iii,Horror|Romance|Sci-Fi
Hunter Richards,Jason Statham,Chris Evans,Dane Cook,london,Drama|Romance
Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst,sherrybaby,Drama
Bruce McCulloch,Martin Starr,Megan Mullally,Chris Penn,stealing harvard,Comedy|Crime
Aaron Hann,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,circle,Drama|Horror|Mystery|Sci-Fi|Thriller
James Watkins,Michael Fassbender,Jack O'Connell,Lorraine Stanley,eden lake,Horror|Thriller
Catherine Hardwicke,Frances Fisher,James Kyson,Marlene Forte,plush,Thriller
Phil Claydon,MyAnna Buring,James Corden,Silvia Colloca,vampire killers,Action|Comedy|Fantasy|Horror
Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,gangster's paradise: jerusalema,Action|Crime|Drama
John Simpson,Colin Salmon,Lee Evans,Ian McNeice,freeze frame,Crime|Drama|Thriller
Colin Minihan,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,grave encounters,Horror
Conor McMahon,Peter McQuinn,Tommy Knight,Jemma Curran,stitches,Comedy|Horror
Chris Shadley,Daniel Baldwin,William Lee Scott,Marc Macaulay,nine dead,Crime|Drama|Horror|Mystery|Thriller
Simon Napier-Bell,Alice Cooper,Tim Rice,Louis Walsh,"to be frank, sinatra at 100",Documentary
Woody Allen,Woody Allen,Charlotte Rae,Louise Lasser,bananas,Comedy
Simon Yin,Paul Sheehan,Linus Roache,Kathy Uyen,supercapitalist,Thriller
Jeff Crook,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,rockaway,Action|Crime|Drama|Thriller
unknown,Steven Weber,Tim Daly,Amy Yasbeck,wings            ,Comedy|Drama
Orson Welles,Rita Hayworth,Everett Sloane,Ted de Corsia,the lady from shanghai,Crime|Drama|Film-Noir|Mystery|Thriller
Dave Payne,Mircea Monroe,Lew Temple,Robert Pine,no man's land: the rise of reeker,Horror|Thriller
James Cox,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,highway,Crime|Drama
Jonas Åkerlund,Noel Gugliemi,Saffron Burrows,Matt Lucas,small apartments,Comedy|Crime|Drama
Brad Copeland,Sunil Narkar,Ben Schwartz,Glenn Howerton,coffee town,Comedy
Paul Bunnell,Kate Maberly,Kevin McCarthy,Paul Williams,the ghastly love of johnny x,Comedy|Fantasy|Musical|Sci-Fi
Phil Morrison,Sally Hawkins,Curtiss Cook,Peter Hermann,all is bright,Comedy|Drama
Harald Reinl,Christopher Lee,Lex Barker,Karin Dor,the torture chamber of dr. sadism,Horror|Mystery
James Cox,Jon Mack,Powers Boothe,Josh Meyers,straight a's,Comedy|Drama
Richard Lester,Buster Keaton,Zero Mostel,Phil Silvers,a funny thing happened on the way to the forum,Comedy|Musical
Michael Moore,Michael Moore,Eddie Vedder,Steve Earle,slacker uprising,Documentary
Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower,the legend of hell's gate: an american conspiracy,Action|Adventure|History|Western
Scott Dow,Trenton Rostedt,Wray Crawford,Dave Sheridan,the walking deceased,Comedy|Horror
Derick Martini,Kevin Zegers,Bella Heathcote,Tom Arnold,the curse of downers grove,Drama|Horror|Mystery|Thriller
Jerry Dugan,Melissa Bolona,Michael Aaron Milligan,James Chalke,shark lake,Thriller
Tim Hunter,Keanu Reeves,Daniel Roebuck,Ione Skye,river's edge,Crime|Drama
Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries,northfork,Drama|Fantasy
William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,the marine 4: moving target,Action|Thriller
Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,Erik Palladino,buried,Drama|Mystery|Thriller
Richard Ayoade,Craig Roberts,Paddy Considine,Sally Hawkins,submarine,Comedy|Drama|Romance
Jehane Noujaim,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,the square,Documentary|Drama|History|News
Pascal Arnold,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,one to another,Drama
Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,carrie,Drama|Fantasy|Horror
Remo,Lauren Gottlieb,Remo,Prabhudheva,abcd (any body can dance),Drama|Musical
Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,a nightmare on elm street,Horror
James Marsh,Paul McGill,Philippe Petit,Jean-Louis Blondeau,man on wire,Biography|Crime|Documentary|History|Thriller
John Laing,Siobhan Marshall,Peter Feeney,Rachel Nash,abandoned,Drama
Jamal Hill,Logan Browning,Adam Ratcliffe,Faizon Love,brotherly love,Drama
Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian,the last exorcism,Drama|Horror|Thriller
Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,nowhere boy,Biography|Drama|Music
Elia Kazan,Marlon Brando,Karl Malden,Kim Hunter,a streetcar named desire,Drama
Stanley Kubrick,George C. Scott,Slim Pickens,Keenan Wynn,dr. strangelove or: how i learned to stop worrying and love the bomb,Comedy
Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,el crimen del padre amaro,Drama|Romance
Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry,beasts of the southern wild,Drama|Fantasy
J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins,battle for the planet of the apes,Action|Sci-Fi
Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams,songcatcher,Drama|Music
Vera Farmiga,Donna Murphy,Bill Irwin,Michael Chernus,higher ground,Drama
Vijay Chandar,Hansika Motwani,T.R. Silambarasan,Brahmanandam,vaalu,Comedy|Romance
Morgan Spurlock,Quentin Tarantino,J.J. Abrams,Donald Trump,the greatest movie ever sold,Comedy|Documentary
Jonathan Wacks,Steve Buscemi,Gary Farmer,Jon Gries,ed and his dead mother,Comedy|Horror
Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,travelers and magicians,Adventure|Drama
Ted Post,Clint Eastwood,Bruce Dern,Alan Hale Jr.,hang 'em high,Western
Richard Brooks,Humphrey Bogart,Jim Backus,Kim Hunter,deadline - u.s.a.,Crime|Drama|Film-Noir
Tony Krantz,George Newbern,Tom Cavanagh,Cas Anvar,sublime,Horror|Thriller
Mitchell Altieri,Kimberley Crossman,Luke Edwards,Bree Williamson,a beginner's guide to snuff,Comedy|Horror|Thriller
W.D. Hogan,Tom Everett Scott,Keenan Tracey,Nicholas Carella,independence daysaster,Action|Sci-Fi
Corey Grant,Christian Keyes,Essence Atkins,Tatyana Ali,dysfunctional friends,Comedy|Drama
Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,run lola run,Crime|Drama
Lucky McKee,James Duval,Will Estes,Nora Zehetner,may,Drama|Horror
Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt,against the wild,Adventure|Family
David Hunt,Matthew Alan,Chris Cleveland,Circus-Szalewski,living dark: the story of ted the caver,Horror
Patricia Riggen,America Ferrera,Eugenio Derbez,Kate del Castillo,under the same moon,Adventure|Drama
J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph,conquest of the planet of the apes,Action|Sci-Fi
Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen,in the bedroom,Crime|Drama
Steven R. Monroe,Sarah Butler,Chad Lindberg,Daniel Franzese,i spit on your grave,Horror|Thriller
Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,"happy, texas",Comedy|Crime|Romance
Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews,my summer of love,Drama|Romance
Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,the lunchbox,Drama|Romance
Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas,yes,Drama|Romance
Frank Capra,Jean Arthur,Ann Miller,Lionel Barrymore,you can't take it with you,Comedy|Drama|Romance
Fred Zinnemann,Montgomery Clift,Donna Reed,Deborah Kerr,from here to eternity,Drama|Romance|War
John Ford,Harry Carey Jr.,Ben Johnson,Victor McLaglen,she wore a yellow ribbon,Western
Brad J. Silverman,Shawnee Smith,Michael Welch,Anthony Reynolds,grace unplugged,Drama|Music
Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs,foolish,Comedy|Drama
David M. Matthews,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,n-secure,Crime|Drama|Thriller
